Train_No,Start_Time,End_Time,Total_Distance,Journey_Duration_Hours,Route_Category
11064,1900-01-01 21:20:00,1900-01-01 03:45:00,352,6.416666666666668,Medium
11067,1900-01-01 00:00:00,1900-01-01 00:00:00,1510,0.0,Long
11068,1900-01-01 15:35:00,1900-01-01 21:30:00,1509,5.916666666666667,Long
11071,1900-01-01 12:40:00,1900-01-01 19:25:00,1645,6.75,Long
11072,1900-01-01 15:50:00,1900-01-01 22:50:00,1647,7.0,Long
11073,1900-01-01 13:20:00,1900-01-01 12:55:00,1265,23.583333333333332,Long
11074,1900-01-01 15:15:00,1900-01-01 16:00:00,1267,0.75,Long
11075,1900-01-01 12:05:00,1900-01-01 01:30:00,651,13.416666666666666,Medium
11076,1900-01-01 08:20:00,1900-01-01 23:55:00,651,15.583333333333334,Medium
11077,1900-01-01 17:20:00,1900-01-01 10:05:00,2155,16.75,Long
11078,1900-01-01 21:45:00,1900-01-01 15:10:00,2157,17.416666666666668,Long
11079,1900-01-01 15:50:00,1900-01-01 01:30:00,1745,9.666666666666666,Long
11080,1900-01-01 00:00:00,1900-01-01 00:00:00,1745,0.0,Long
11081,1900-01-01 00:00:00,1900-01-01 00:00:00,1731,0.0,Long
11082,1900-01-01 00:00:00,1900-01-01 00:00:00,1731,0.0,Long
11083,1900-01-01 11:30:00,1900-01-01 15:00:00,1153,3.5,Long
11084,1900-01-01 17:45:00,1900-01-01 23:15:00,1153,5.5,Long
11085,1900-01-01 05:33:00,1900-01-01 17:30:00,574,11.95,Medium
11086,1900-01-01 06:00:00,1900-01-01 17:10:00,578,11.166666666666666,Medium
11087,1900-01-01 08:25:00,1900-01-01 04:40:00,1053,20.25,Long
11088,1900-01-01 19:50:00,1900-01-01 16:45:00,1053,20.916666666666668,Long
11089,1900-01-01 05:30:00,1900-01-01 04:40:00,1074,23.166666666666668,Long
11090,1900-01-01 19:50:00,1900-01-01 17:10:00,1072,21.333333333333332,Long
11091,1900-01-01 08:55:00,1900-01-01 04:40:00,981,19.75,Long
11092,1900-01-01 19:50:00,1900-01-01 15:20:00,981,19.5,Long
11093,1900-01-01 00:10:00,1900-01-01 04:40:00,1516,4.5,Long
11094,1900-01-01 11:20:00,1900-01-01 14:15:00,1515,2.9166666666666665,Long
11095,1900-01-01 00:00:00,1900-01-01 00:00:00,623,0.0,Medium
11096,1900-01-01 19:50:00,1900-01-01 07:45:00,622,11.916666666666666,Medium
11097,1900-01-01 23:30:00,1900-01-01 08:10:00,1278,8.666666666666666,Long
11098,1900-01-01 23:30:00,1900-01-01 05:05:00,1279,5.583333333333332,Long
11101,1900-01-01 00:25:00,1900-01-01 03:10:00,1373,2.75,Long
11102,1900-01-01 15:00:00,1900-01-01 20:05:00,1373,5.083333333333333,Long
11103,1900-01-01 16:50:00,1900-01-01 16:45:00,1321,23.916666666666668,Long
11104,1900-01-01 05:10:00,1900-01-01 06:40:00,1321,1.5,Long
11107,1900-01-01 20:40:00,1900-01-01 10:50:00,629,14.166666666666666,Medium
11108,1900-01-01 17:45:00,1900-01-01 09:05:00,629,15.333333333333334,Medium
11109,1900-01-01 06:10:00,1900-01-01 12:05:00,291,5.916666666666667,Short
11110,1900-01-01 16:40:00,1900-01-01 22:35:00,291,5.916666666666667,Short
11111,1900-01-01 13:05:00,1900-01-01 09:00:00,939,19.916666666666668,Long
11112,1900-01-01 11:55:00,1900-01-01 06:10:00,941,18.25,Long
11123,1900-01-01 18:45:00,1900-01-01 20:55:00,1051,2.1666666666666665,Long
11124,1900-01-01 11:50:00,1900-01-01 13:00:00,1054,1.1666666666666667,Long
11125,1900-01-01 00:00:00,1900-01-01 00:00:00,561,0.0,Medium
11126,1900-01-01 00:00:00,1900-01-01 00:00:00,561,0.0,Medium
11201,1900-01-01 16:40:00,1900-01-01 14:15:00,1015,21.583333333333332,Long
11202,1900-01-01 16:15:00,1900-01-01 13:45:00,1015,21.5,Long
11203,1900-01-01 11:55:00,1900-01-01 14:05:00,1340,2.1666666666666665,Long
11204,1900-01-01 16:30:00,1900-01-01 19:15:00,1340,2.75,Long
11205,1900-01-01 16:40:00,1900-01-01 09:15:00,699,16.583333333333332,Medium
11206,1900-01-01 23:15:00,1900-01-01 13:45:00,699,14.5,Medium
11265,1900-01-01 14:00:00,1900-01-01 23:00:00,432,9.0,Medium
11266,1900-01-01 06:15:00,1900-01-01 14:55:00,434,8.666666666666666,Medium
11272,1900-01-01 18:15:00,1900-01-01 12:10:00,737,17.916666666666668,Medium
11301,1900-01-01 08:10:00,1900-01-01 08:50:00,1154,0.6666666666666666,Long
11302,1900-01-01 00:00:00,1900-01-01 00:00:00,1154,0.0,Long
11303,1900-01-01 23:10:00,1900-01-01 22:40:00,989,23.5,Long
11304,1900-01-01 07:35:00,1900-01-01 06:45:00,987,23.166666666666668,Long
11307,1900-01-01 10:15:00,1900-01-01 14:50:00,221,4.583333333333333,Short
11308,1900-01-01 16:00:00,1900-01-01 21:00:00,223,5.0,Short
11309,1900-01-01 06:00:00,1900-01-01 12:05:00,267,6.083333333333333,Short
11310,1900-01-01 15:25:00,1900-01-01 20:55:00,267,5.5,Short
11401,1900-01-01 16:35:00,1900-01-01 16:15:00,1053,23.666666666666668,Long
11402,1900-01-01 06:00:00,1900-01-01 05:35:00,1052,23.583333333333332,Long
11403,1900-01-01 15:00:00,1900-01-01 14:00:00,1026,23.0,Long
11404,1900-01-01 12:50:00,1900-01-01 12:35:00,1026,23.75,Long
11405,1900-01-01 22:00:00,1900-01-01 15:00:00,811,17.0,Long
11406,1900-01-01 18:30:00,1900-01-01 13:15:00,812,18.75,Long
11407,1900-01-01 22:00:00,1900-01-01 02:30:00,1478,4.5,Long
11408,1900-01-01 06:30:00,1900-01-01 11:05:00,1478,4.583333333333333,Long
11423,1900-01-01 06:25:00,1900-01-01 14:30:00,357,8.083333333333334,Medium
11424,1900-01-01 15:00:00,1900-01-01 23:15:00,356,8.25,Medium
11447,1900-01-01 23:50:00,1900-01-01 04:15:00,1156,4.416666666666668,Long
11448,1900-01-01 13:10:00,1900-01-01 14:25:00,1155,1.25,Long
11449,1900-01-01 06:30:00,1900-01-01 15:20:00,1561,8.833333333333334,Long
11450,1900-01-01 21:55:00,1900-01-01 07:25:00,1564,9.5,Long
11463,1900-01-01 09:30:00,1900-01-01 15:10:00,1416,5.666666666666667,Long
11464,1900-01-01 12:00:00,1900-01-01 17:45:00,1417,5.75,Long
11465,1900-01-01 09:30:00,1900-01-01 18:00:00,1572,8.5,Long
11466,1900-01-01 10:00:00,1900-01-01 17:45:00,1575,7.75,Long
11651,1900-01-01 00:00:00,1900-01-01 00:00:00,344,0.0,Medium
11652,1900-01-01 04:55:00,1900-01-01 11:55:00,345,7.0,Medium
11701,1900-01-01 05:40:00,1900-01-01 20:30:00,751,14.833333333333334,Medium
11702,1900-01-01 04:10:00,1900-01-01 19:35:00,751,15.416666666666666,Medium
11703,1900-01-01 23:10:00,1900-01-01 16:05:00,823,16.916666666666668,Long
11704,1900-01-01 20:10:00,1900-01-01 12:15:00,821,16.083333333333332,Long
11801,1900-01-01 17:25:00,1900-01-01 22:30:00,215,5.083333333333333,Short
11802,1900-01-01 05:10:00,1900-01-01 10:05:00,215,4.916666666666667,Short
11901,1900-01-01 05:30:00,1900-01-01 12:40:00,292,7.166666666666667,Short
11902,1900-01-01 14:55:00,1900-01-01 21:35:00,294,6.666666666666667,Short
12001,1900-01-01 15:00:00,1900-01-01 23:30:00,688,8.5,Medium
12002,1900-01-01 06:00:00,1900-01-01 14:25:00,690,8.416666666666666,Medium
12003,1900-01-01 15:35:00,1900-01-01 22:15:00,504,6.666666666666667,Medium
12004,1900-01-01 06:10:00,1900-01-01 12:40:00,504,6.5,Medium
12005,1900-01-01 17:15:00,1900-01-01 21:20:00,268,4.083333333333333,Short
12006,1900-01-01 06:15:00,1900-01-01 10:20:00,268,4.083333333333333,Short
12007,1900-01-01 06:00:00,1900-01-01 13:00:00,498,7.0,Medium
12008,1900-01-01 14:15:00,1900-01-01 21:25:00,499,7.166666666666667,Medium
12009,1900-01-01 06:25:00,1900-01-01 12:45:00,490,6.333333333333333,Medium
12010,1900-01-01 14:40:00,1900-01-01 21:20:00,490,6.666666666666667,Medium
12011,1900-01-01 07:40:00,1900-01-01 11:45:00,268,4.083333333333333,Short
12012,1900-01-01 17:45:00,1900-01-01 21:55:00,268,4.166666666666667,Short
12013,1900-01-01 16:30:00,1900-01-01 22:30:00,447,6.0,Medium
12014,1900-01-01 05:00:00,1900-01-01 11:00:00,447,6.0,Medium
12015,1900-01-01 06:05:00,1900-01-01 12:45:00,442,6.666666666666667,Medium
12016,1900-01-01 15:45:00,1900-01-01 22:40:00,442,6.916666666666667,Medium
12017,1900-01-01 06:45:00,1900-01-01 12:40:00,314,5.916666666666667,Medium
12018,1900-01-01 17:00:00,1900-01-01 22:45:00,314,5.75,Medium
12019,1900-01-01 06:05:00,1900-01-01 13:15:00,436,7.166666666666667,Medium
12020,1900-01-01 13:45:00,1900-01-01 21:30:00,434,7.75,Medium
12021,1900-01-01 06:20:00,1900-01-01 13:05:00,402,6.75,Medium
12022,1900-01-01 13:45:00,1900-01-01 20:50:00,401,7.083333333333333,Medium
12023,1900-01-01 14:05:00,1900-01-01 22:45:00,530,8.666666666666666,Medium
12024,1900-01-01 05:35:00,1900-01-01 13:25:00,531,7.833333333333333,Medium
12025,1900-01-01 05:50:00,1900-01-01 14:20:00,598,8.5,Medium
12026,1900-01-01 14:45:00,1900-01-01 23:10:00,598,8.416666666666666,Medium
12027,1900-01-01 17:30:00,1900-01-01 22:30:00,360,5.0,Medium
12028,1900-01-01 06:00:00,1900-01-01 11:00:00,361,5.0,Medium
12029,1900-01-01 07:20:00,1900-01-01 13:45:00,447,6.416666666666667,Medium
12030,1900-01-01 16:50:00,1900-01-01 23:05:00,447,6.25,Medium
12031,1900-01-01 07:20:00,1900-01-01 13:45:00,447,6.416666666666667,Medium
12032,1900-01-01 16:50:00,1900-01-01 23:05:00,447,6.25,Medium
12033,1900-01-01 06:00:00,1900-01-01 11:20:00,430,5.333333333333333,Medium
12034,1900-01-01 15:50:00,1900-01-01 20:45:00,430,4.916666666666667,Medium
12035,1900-01-01 07:05:00,1900-01-01 10:35:00,240,3.5,Short
12036,1900-01-01 17:40:00,1900-01-01 21:20:00,240,3.6666666666666665,Short
12037,1900-01-01 07:00:00,1900-01-01 12:25:00,328,5.416666666666667,Medium
12038,1900-01-01 16:40:00,1900-01-01 22:10:00,328,5.5,Medium
12039,1900-01-01 15:35:00,1900-01-01 21:05:00,283,5.5,Short
12040,1900-01-01 06:00:00,1900-01-01 11:40:00,283,5.666666666666667,Short
12041,1900-01-01 14:15:00,1900-01-01 22:30:00,560,8.25,Medium
12042,1900-01-01 05:30:00,1900-01-01 13:35:00,560,8.083333333333334,Medium
12043,1900-01-01 07:00:00,1900-01-01 14:05:00,397,7.083333333333333,Medium
12044,1900-01-01 15:00:00,1900-01-01 22:10:00,397,7.166666666666667,Medium
12045,1900-01-01 19:15:00,1900-01-01 22:45:00,243,3.5,Short
12046,1900-01-01 12:00:00,1900-01-01 15:25:00,243,3.4166666666666665,Short
12047,1900-01-01 16:20:00,1900-01-01 22:50:00,385,6.5,Medium
12048,1900-01-01 04:00:00,1900-01-01 11:20:00,385,7.333333333333333,Medium
12049,1900-01-01 17:50:00,1900-01-01 19:30:00,181,1.6666666666666667,Short
12050,1900-01-01 08:10:00,1900-01-01 09:50:00,183,1.6666666666666667,Short
12051,1900-01-01 05:25:00,1900-01-01 14:05:00,581,8.666666666666666,Medium
12052,1900-01-01 14:30:00,1900-01-01 23:05:00,585,8.583333333333334,Medium
12053,1900-01-01 14:45:00,1900-01-01 22:05:00,406,7.333333333333333,Medium
12054,1900-01-01 06:50:00,1900-01-01 14:10:00,406,7.333333333333333,Medium
12055,1900-01-01 15:20:00,1900-01-01 21:10:00,304,5.833333333333333,Medium
12056,1900-01-01 05:05:00,1900-01-01 11:15:00,304,6.166666666666667,Medium
12057,1900-01-01 14:35:00,1900-01-01 22:10:00,386,7.583333333333333,Medium
12058,1900-01-01 05:00:00,1900-01-01 12:00:00,386,7.0,Medium
12059,1900-01-01 05:55:00,1900-01-01 12:30:00,447,6.583333333333333,Medium
12060,1900-01-01 13:15:00,1900-01-01 20:00:00,450,6.75,Medium
12061,1900-01-01 17:40:00,1900-01-01 22:55:00,330,5.25,Medium
12062,1900-01-01 05:30:00,1900-01-01 11:00:00,330,5.5,Medium
12065,1900-01-01 05:45:00,1900-01-01 12:35:00,389,6.833333333333333,Medium
12066,1900-01-01 15:30:00,1900-01-01 22:25:00,389,6.916666666666667,Medium
12067,1900-01-01 06:30:00,1900-01-01 13:20:00,376,6.833333333333333,Medium
12068,1900-01-01 14:30:00,1900-01-01 21:20:00,375,6.833333333333333,Medium
12069,1900-01-01 06:25:00,1900-01-01 13:25:00,419,7.0,Medium
12070,1900-01-01 15:00:00,1900-01-01 22:00:00,411,7.0,Medium
12071,1900-01-01 14:00:00,1900-01-01 21:30:00,422,7.5,Medium
12072,1900-01-01 04:45:00,1900-01-01 12:30:00,422,7.75,Medium
12073,1900-01-01 13:25:00,1900-01-01 20:20:00,442,6.916666666666667,Medium
12074,1900-01-01 06:00:00,1900-01-01 12:40:00,441,6.666666666666667,Medium
12075,1900-01-01 13:40:00,1900-01-01 21:05:00,399,7.416666666666667,Medium
12076,1900-01-01 06:00:00,1900-01-01 13:00:00,398,7.0,Medium
12077,1900-01-01 07:35:00,1900-01-01 14:45:00,453,7.166666666666667,Medium
12078,1900-01-01 15:20:00,1900-01-01 22:35:00,453,7.25,Medium
12079,1900-01-01 06:00:00,1900-01-01 13:25:00,470,7.416666666666667,Medium
12080,1900-01-01 14:00:00,1900-01-01 21:25:00,468,7.416666666666667,Medium
12081,1900-01-01 04:50:00,1900-01-01 14:00:00,500,9.166666666666666,Medium
12082,1900-01-01 14:40:00,1900-01-01 23:50:00,499,9.166666666666666,Medium
12083,1900-01-01 14:50:00,1900-01-01 21:15:00,361,6.416666666666667,Medium
12084,1900-01-01 07:10:00,1900-01-01 13:40:00,361,6.5,Medium
12085,1900-01-01 12:10:00,1900-01-01 21:15:00,506,9.083333333333334,Medium
12086,1900-01-01 05:00:00,1900-01-01 13:55:00,505,8.916666666666666,Medium
12087,1900-01-01 05:00:00,1900-01-01 11:00:00,332,6.0,Medium
12088,1900-01-01 15:20:00,1900-01-01 21:40:00,332,6.333333333333333,Medium
12101,1900-01-01 20:35:00,1900-01-01 03:35:00,1956,7.0,Long
12102,1900-01-01 22:50:00,1900-01-01 05:50:00,1963,7.0,Long
12103,1900-01-01 16:15:00,1900-01-01 17:10:00,1478,0.9166666666666666,Long
12104,1900-01-01 06:30:00,1900-01-01 08:05:00,1478,1.5833333333333333,Long
12105,1900-01-01 19:05:00,1900-01-01 11:15:00,971,16.166666666666668,Long
12106,1900-01-01 14:50:00,1900-01-01 07:00:00,972,16.166666666666668,Long
12107,1900-01-01 16:25:00,1900-01-01 15:10:00,1408,22.75,Long
12108,1900-01-01 22:45:00,1900-01-01 23:00:00,1408,0.25,Long
12109,1900-01-01 18:15:00,1900-01-01 22:50:00,260,4.583333333333333,Short
12110,1900-01-01 06:02:00,1900-01-01 10:45:00,260,4.716666666666667,Short
12111,1900-01-01 19:55:00,1900-01-01 08:05:00,676,12.166666666666666,Medium
12112,1900-01-01 19:05:00,1900-01-01 06:25:00,676,11.333333333333334,Medium
12113,1900-01-01 17:40:00,1900-01-01 09:25:00,895,15.75,Long
12114,1900-01-01 18:35:00,1900-01-01 09:45:00,895,15.166666666666666,Long
12115,1900-01-01 22:45:00,1900-01-01 06:50:00,456,8.083333333333334,Medium
12116,1900-01-01 22:45:00,1900-01-01 06:50:00,457,8.083333333333334,Medium
12117,1900-01-01 15:00:00,1900-01-01 19:25:00,244,4.416666666666667,Short
12118,1900-01-01 08:35:00,1900-01-01 13:00:00,244,4.416666666666667,Short
12119,1900-01-01 05:30:00,1900-01-01 08:15:00,180,2.75,Short
12120,1900-01-01 18:30:00,1900-01-01 21:40:00,180,3.1666666666666665,Short
12121,1900-01-01 19:10:00,1900-01-01 09:05:00,883,13.916666666666666,Long
12122,1900-01-01 17:25:00,1900-01-01 07:45:00,886,14.333333333333334,Long
12123,1900-01-01 17:10:00,1900-01-01 20:25:00,191,3.25,Short
12124,1900-01-01 07:15:00,1900-01-01 10:25:00,191,3.1666666666666665,Short
12125,1900-01-01 16:25:00,1900-01-01 19:50:00,190,3.4166666666666665,Short
12126,1900-01-01 07:50:00,1900-01-01 11:15:00,190,3.4166666666666665,Short
12127,1900-01-01 06:40:00,1900-01-01 09:57:00,191,3.283333333333333,Short
12128,1900-01-01 17:55:00,1900-01-01 21:05:00,191,3.1666666666666665,Short
12129,1900-01-01 18:25:00,1900-01-01 04:10:00,2026,9.75,Long
12130,1900-01-01 21:50:00,1900-01-01 06:50:00,2033,9.0,Long
12131,1900-01-01 21:45:00,1900-01-01 03:45:00,330,6.0,Medium
12132,1900-01-01 22:25:00,1900-01-01 04:30:00,330,6.083333333333332,Medium
12133,1900-01-01 22:02:00,1900-01-01 12:40:00,903,14.633333333333333,Long
12134,1900-01-01 13:55:00,1900-01-01 04:25:00,909,14.5,Long
12135,1900-01-01 17:40:00,1900-01-01 09:25:00,895,15.75,Long
12136,1900-01-01 18:35:00,1900-01-01 09:45:00,895,15.166666666666666,Long
12137,1900-01-01 19:35:00,1900-01-01 05:50:00,1910,10.25,Long
12138,1900-01-01 21:40:00,1900-01-01 07:35:00,1913,9.916666666666666,Long
12139,1900-01-01 15:00:00,1900-01-01 06:10:00,841,15.166666666666666,Long
12140,1900-01-01 21:00:00,1900-01-01 12:00:00,841,15.0,Long
12141,1900-01-01 00:00:00,1900-01-01 00:00:00,1693,0.0,Long
12142,1900-01-01 11:05:00,1900-01-01 15:15:00,1692,4.166666666666667,Long
12143,1900-01-01 16:40:00,1900-01-01 20:00:00,1540,3.3333333333333335,Long
12144,1900-01-01 23:55:00,1900-01-01 04:10:00,1541,4.25,Long
12145,1900-01-01 20:35:00,1900-01-01 07:30:00,1888,10.916666666666666,Long
12146,1900-01-01 21:25:00,1900-01-01 07:30:00,1895,10.083333333333334,Long
12147,1900-01-01 09:05:00,1900-01-01 17:10:00,1897,8.083333333333334,Long
12148,1900-01-01 05:50:00,1900-01-01 16:20:00,1900,10.5,Long
12149,1900-01-01 20:55:00,1900-01-01 03:30:00,1757,6.583333333333332,Long
12150,1900-01-01 22:55:00,1900-01-01 05:30:00,1756,6.583333333333332,Long
12151,1900-01-01 20:35:00,1900-01-01 08:25:00,2089,11.833333333333334,Long
12152,1900-01-01 21:15:00,1900-01-01 07:30:00,2095,10.25,Long
12153,1900-01-01 16:25:00,1900-01-01 05:20:00,820,12.916666666666666,Long
12154,1900-01-01 18:20:00,1900-01-01 07:30:00,820,13.166666666666666,Long
12155,1900-01-01 21:05:00,1900-01-01 08:00:00,681,10.916666666666666,Medium
12156,1900-01-01 20:55:00,1900-01-01 07:05:00,683,10.166666666666666,Medium
12157,1900-01-01 18:00:00,1900-01-01 22:00:00,265,4.0,Short
12158,1900-01-01 06:30:00,1900-01-01 10:30:00,265,4.0,Short
12159,1900-01-01 17:45:00,1900-01-01 06:55:00,725,13.166666666666666,Medium
12160,1900-01-01 20:50:00,1900-01-01 09:50:00,725,13.0,Medium
12161,1900-01-01 16:25:00,1900-01-01 13:00:00,1320,20.583333333333332,Long
12162,1900-01-01 23:35:00,1900-01-01 23:00:00,1320,23.416666666666668,Long
12163,1900-01-01 20:30:00,1900-01-01 19:45:00,1278,23.25,Long
12164,1900-01-01 06:50:00,1900-01-01 06:00:00,1281,23.166666666666668,Long
12165,1900-01-01 05:23:00,1900-01-01 07:05:00,1488,1.7,Long
12166,1900-01-01 00:00:00,1900-01-01 00:00:00,1487,0.0,Long
12167,1900-01-01 00:35:00,1900-01-01 03:45:00,1500,3.1666666666666665,Long
12168,1900-01-01 10:25:00,1900-01-01 12:25:00,1500,2.0,Long
12169,1900-01-01 09:30:00,1900-01-01 13:30:00,265,4.0,Short
12170,1900-01-01 14:00:00,1900-01-01 18:05:00,265,4.083333333333333,Short
12171,1900-01-01 07:55:00,1900-01-01 13:15:00,1756,5.333333333333333,Long
12172,1900-01-01 00:00:00,1900-01-01 00:00:00,1759,0.0,Long
12173,1900-01-01 16:25:00,1900-01-01 19:05:00,1581,2.6666666666666665,Long
12174,1900-01-01 01:50:00,1900-01-01 06:00:00,1581,4.166666666666667,Long
12175,1900-01-01 17:45:00,1900-01-01 17:15:00,1291,23.5,Long
12176,1900-01-01 07:15:00,1900-01-01 06:45:00,1292,23.5,Long
12177,1900-01-01 17:45:00,1900-01-01 20:20:00,1451,2.5833333333333335,Long
12178,1900-01-01 04:25:00,1900-01-01 06:45:00,1453,2.3333333333333335,Long
12179,1900-01-01 15:55:00,1900-01-01 21:55:00,323,6.0,Medium
12180,1900-01-01 05:50:00,1900-01-01 11:45:00,323,5.916666666666667,Medium
12181,1900-01-01 20:25:00,1900-01-01 14:20:00,1024,17.916666666666668,Long
12182,1900-01-01 15:30:00,1900-01-01 08:45:00,1024,17.25,Long
12183,1900-01-01 19:20:00,1900-01-01 09:00:00,754,13.666666666666666,Medium
12184,1900-01-01 19:10:00,1900-01-01 08:50:00,754,13.666666666666666,Medium
12185,1900-01-01 22:00:00,1900-01-01 08:00:00,555,10.0,Medium
12186,1900-01-01 20:05:00,1900-01-01 06:05:00,557,10.0,Medium
12187,1900-01-01 19:30:00,1900-01-01 12:15:00,996,16.75,Long
12188,1900-01-01 13:30:00,1900-01-01 06:00:00,996,16.5,Long
12189,1900-01-01 18:10:00,1900-01-01 11:40:00,937,17.5,Long
12190,1900-01-01 16:05:00,1900-01-01 09:35:00,938,17.5,Long
12191,1900-01-01 14:05:00,1900-01-01 07:15:00,1021,17.166666666666668,Long
12192,1900-01-01 17:30:00,1900-01-01 11:50:00,1019,18.333333333333332,Long
12193,1900-01-01 15:50:00,1900-01-01 22:15:00,1747,6.416666666666667,Long
12194,1900-01-01 06:45:00,1900-01-01 13:30:00,1734,6.75,Long
12195,1900-01-01 05:05:00,1900-01-01 11:50:00,375,6.75,Medium
12196,1900-01-01 15:00:00,1900-01-01 21:40:00,375,6.666666666666667,Medium
12197,1900-01-01 15:30:00,1900-01-01 00:15:00,484,8.75,Medium
12198,1900-01-01 06:20:00,1900-01-01 15:00:00,484,8.666666666666666,Medium
12201,1900-01-01 16:55:00,1900-01-01 20:25:00,1513,3.5,Long
12202,1900-01-01 08:45:00,1900-01-01 11:45:00,1517,3.0,Long
12203,1900-01-01 14:55:00,1900-01-01 21:05:00,1711,6.166666666666667,Long
12204,1900-01-01 04:10:00,1900-01-01 10:10:00,1714,6.0,Long
12205,1900-01-01 23:50:00,1900-01-01 05:40:00,304,5.833333333333332,Medium
12206,1900-01-01 23:35:00,1900-01-01 05:20:00,304,5.75,Medium
12207,1900-01-01 18:30:00,1900-01-01 09:45:00,768,15.25,Medium
12208,1900-01-01 23:15:00,1900-01-01 14:40:00,768,15.416666666666666,Medium
12209,1900-01-01 06:15:00,1900-01-01 14:50:00,415,8.583333333333334,Medium
12210,1900-01-01 19:10:00,1900-01-01 04:35:00,415,9.416666666666666,Medium
12211,1900-01-01 15:15:00,1900-01-01 12:35:00,1057,21.333333333333332,Long
12212,1900-01-01 20:55:00,1900-01-01 18:05:00,1059,21.166666666666668,Long
12213,1900-01-01 23:40:00,1900-01-01 07:00:00,2350,7.333333333333332,Long
12214,1900-01-01 23:00:00,1900-01-01 07:55:00,2351,8.916666666666666,Long
12215,1900-01-01 09:20:00,1900-01-01 08:10:00,1431,22.833333333333332,Long
12216,1900-01-01 12:45:00,1900-01-01 12:15:00,1429,23.5,Long
12217,1900-01-01 09:20:00,1900-01-01 15:45:00,3086,6.416666666666667,Long
12218,1900-01-01 09:30:00,1900-01-01 14:45:00,3084,5.25,Long
12219,1900-01-01 00:00:00,1900-01-01 00:00:00,774,0.0,Medium
12220,1900-01-01 23:05:00,1900-01-01 11:05:00,774,12.0,Medium
12221,1900-01-01 15:15:00,1900-01-01 19:40:00,2026,4.416666666666667,Long
12222,1900-01-01 08:20:00,1900-01-01 11:45:00,2033,3.4166666666666665,Long
12223,1900-01-01 20:50:00,1900-01-01 17:50:00,1301,21.0,Long
12224,1900-01-01 21:30:00,1900-01-01 18:15:00,1306,20.75,Long
12225,1900-01-01 16:25:00,1900-01-01 07:05:00,795,14.666666666666666,Medium
12226,1900-01-01 19:15:00,1900-01-01 09:30:00,796,14.25,Medium
12227,1900-01-01 23:15:00,1900-01-01 11:05:00,831,11.833333333333334,Long
12228,1900-01-01 23:00:00,1900-01-01 11:40:00,831,12.666666666666666,Long
12229,1900-01-01 22:15:00,1900-01-01 07:10:00,492,8.916666666666666,Medium
12230,1900-01-01 22:05:00,1900-01-01 06:45:00,492,8.666666666666666,Medium
12231,1900-01-01 22:30:00,1900-01-01 10:10:00,644,11.666666666666666,Medium
12232,1900-01-01 21:10:00,1900-01-01 08:50:00,644,11.666666666666666,Medium
12235,1900-01-01 18:15:00,1900-01-01 13:55:00,2446,19.666666666666668,Long
12236,1900-01-01 09:25:00,1900-01-01 06:15:00,2448,20.833333333333332,Long
12237,1900-01-01 12:50:00,1900-01-01 11:25:00,1253,22.583333333333332,Long
12238,1900-01-01 14:00:00,1900-01-01 12:40:00,1253,22.666666666666668,Long
12239,1900-01-01 23:15:00,1900-01-01 14:35:00,1157,15.333333333333334,Long
12240,1900-01-01 19:10:00,1900-01-01 11:40:00,1158,16.5,Long
12241,1900-01-01 17:10:00,1900-01-01 21:25:00,247,4.25,Short
12242,1900-01-01 05:15:00,1900-01-01 09:15:00,247,4.0,Short
12243,1900-01-01 07:15:00,1900-01-01 14:15:00,491,7.0,Medium
12244,1900-01-01 15:25:00,1900-01-01 22:15:00,493,6.833333333333333,Medium
12245,1900-01-01 10:55:00,1900-01-01 16:00:00,1957,5.083333333333333,Long
12246,1900-01-01 11:00:00,1900-01-01 16:15:00,1959,5.25,Long
12247,1900-01-01 16:35:00,1900-01-01 09:40:00,1355,17.083333333333332,Long
12248,1900-01-01 15:35:00,1900-01-01 09:20:00,1358,17.75,Long
