Train_No,Source_Station,Destination_Station,Total_Stops,Total_Distance
12134,MANGALORE JN,CST-MUMBAI,14,909
12135,PUNE JN.,NAGPUR JN.(C,18,895
12136,NAGPUR JN.(C,PUNE JN.,18,895
12137,CST-MUMBAI,FIROZPUR CAN,56,1910
12138,FIROZPUR CAN,CST-MUMBAI,54,1913
12139,CST-MUMBAI,NAGPUR JN.(C,33,841
12140,NAGPUR JN.(C,CST-MUMBAI,33,841
12141,LOKMANYA TIL,PATLIPUTRA,14,1693
12142,PATLIPUTRA,LOKMANYA TIL,13,1692
12143,LOKMANYA TIL,SULTANPUR JN,14,1540
12144,SULTANPUR JN,LOKMANYA TIL,14,1541
12145,LOKMANYA TIL,PURI,27,1888
12146,PURI,LOKMANYA TIL,27,1895
12147,CHHATRAPATI,HAZRAT NIZAM,22,1897
12148,HAZRAT NIZAM,CHHATRAPATI,22,1900
12149,PUNE JN.,DANAPUR,19,1757
12150,DANAPUR,PUNE JN.,19,1756
12151,LOKMANYA TIL,HOWRAH JN.,24,2089
12152,HOWRAH JN.,LOKMANYA TIL,23,2095
12153,LOKMANYA TIL,HABIBGANJ,10,820
12154,HABIBGANJ,LOKMANYA TIL,10,820
12155,HABIBGANJ,HAZRAT NIZAM,10,681
12156,HAZRAT NIZAM,HABIBGANJ,10,683
12157,PUNE JN.,SOLAPUR,4,265
12158,SOLAPUR,PUNE JN.,4,265
12159,AMRAVATI,JABALPUR,20,725
12160,JABALPUR,AMRAVATI,20,725
12161,LOKMANYA TIL,AGRA CANTT,21,1320
12162,AGRA CANTT,LOKMANYA TIL,21,1320
12163,DADAR,CHENNAI EGMO,24,1278
12164,CHENNAI EGMO,DADAR,22,1281
12165,LOKMANYA TIL,VARANASI JN.,16,1488
12166,VARANASI JN.,LOKMANYA TIL,16,1487
12167,LOKMANYA TIL,VARANASI JN.,13,1500
12168,VARANASI JN.,LOKMANYA TIL,13,1500
12169,PUNE JN.,SOLAPUR,5,265
12170,SOLAPUR,PUNE JN.,5,265
12171,LOKMANYA TIL,HARIDWAR JN,12,1756
12172,HARIDWAR JN,LOKMANYA TIL,12,1759
12173,LOKMANYA TIL,PARTAPGARH J,13,1581
12174,PARTAPGARH J,LOKMANYA TIL,13,1581
12175,HOWRAH JN.,GWALIOR JN,31,1291
12176,GWALIOR JN,HOWRAH JN.,31,1292
12177,HOWRAH JN.,MATHURA JN.,34,1451
12178,MATHURA JN.,HOWRAH JN.,34,1453
12179,LUCKNOW JN.,AGRA CANTT,14,323
12180,AGRA CANTT,LUCKNOW JN.,14,323
12181,JABALPUR,AJMER JN.,22,1024
12182,AJMER JN.,JABALPUR,22,1024
12183,BHOPAL,PARTAPGARH J,11,754
12184,PARTAPGARH J,BHOPAL,11,754
12185,HABIBGANJ,REWA,15,555
12186,REWA,HABIBGANJ,15,557
12187,JABALPUR,CST-MUMBAI,15,996
12188,CST-MUMBAI,JABALPUR,15,996
12189,JABALPUR,HAZRAT NIZAM,29,937
12190,HAZRAT NIZAM,JABALPUR,28,938
12191,NEW DELHI,JABALPUR,24,1021
12192,JABALPUR,NEW DELHI,24,1019
12193,YESVANTPUR J,JABALPUR,20,1747
12194,JABALPUR,YESVANTPUR J,20,1734
12195,AGRA  FORT,AJMER JN.,14,375
12196,AJMER JN.,AGRA  FORT,14,375
12197,BHOPAL,GWALIOR JN,11,484
12198,GWALIOR JN,BHOPAL,11,484
12201,LOKMANYA TIL,KOCHUVELI,25,1513
12202,KOCHUVELI,LOKMANYA TIL,25,1517
12203,SAHARSA JN.,AMRITSAR JN.,23,1711
12204,AMRITSAR JN.,SAHARSA JN.,23,1714
12205,NEW DELHI,DEHRA DUN,7,304
12206,DEHRA DUN,NEW DELHI,7,304
12207,KATHGODAM,JAMMU TAWI,16,768
12208,JAMMU TAWI,KATHGODAM,16,768
12209,KANPUR CENTR,KATHGODAM,12,415
12210,KATHGODAM,KANPUR CENTR,12,415
12211,MUZAFFARPUR,ANAND VIHAR,14,1057
12212,ANAND VIHAR,MUZAFFARPUR,14,1059
12213,YESVANTPUR J,DELHI-SARAI,7,2350
12214,DELHI-SARAI,YESVANTPUR J,6,2351
12215,DELHI-SARAI,BANDRA TERMI,18,1431
12216,BANDRA TERMI,DELHI-SARAI,18,1429
12217,KOCHUVELI,CHANDIGARH,22,3086
12218,CHANDIGARH,KOCHUVELI,22,3084
12219,LOKMANYA TIL,SECUNDERABAD,4,774
12220,SECUNDERABAD,LOKMANYA TIL,4,774
12221,PUNE JN.,HOWRAH JN.,8,2026
12222,HOWRAH JN.,PUNE JN.,8,2033
12223,LOKMANYA TIL,ERNAKULAM. J,6,1301
12224,ERNAKULAM. J,LOKMANYA TIL,6,1306
12225,AZAMGARH,DELHI JN.,15,795
12226,DELHI JN.,AZAMGARH,15,796
12227,MUMBAI CENTR,INDORE BG,5,831
12228,INDORE BG,MUMBAI CENTR,5,831
12229,LUCKNOW JN.,NEW DELHI,9,492
12230,NEW DELHI,LUCKNOW JN.,9,492
12231,LUCKNOW JN.,CHANDIGARH,16,644
12232,CHANDIGARH,LUCKNOW JN.,16,644
12235,DIBRUGARH,NEW DELHI,26,2446
12236,NEW DELHI,DIBRUGARH,26,2448
12237,VARANASI JN.,JAMMU TAWI,13,1253
12238,JAMMU TAWI,VARANASI JN.,13,1253
12239,MUMBAI CENTR,JAIPUR JN.,5,1157
12240,JAIPUR JN.,MUMBAI CENTR,5,1158
12241,CHANDIGARH,AMRITSAR JN.,6,247
12242,AMRITSAR JN.,CHANDIGARH,6,247
12243,CHENNAI CENT,COIMBATORE,6,491
12244,COIMBATORE,CHENNAI CENT,6,493
12245,HOWRAH JN.,YESVANTPUR J,6,1957
12246,YESVANTPUR J,HOWRAH JN.,6,1959
12247,BANDRA TERMI,HAZRAT NIZAM,7,1355
12248,HAZRAT NIZAM,BANDRA TERMI,7,1358
12249,HOWRAH JN.,ANAND VIHAR,7,1425
12250,ANAND VIHAR,HOWRAH JN.,7,1426
12251,YESVANTPUR J,KORBA,25,1611
12252,KORBA,YESVANTPUR J,26,1605
12253,YESVANTPUR J,BHAGALPUR,29,2478
12254,BHAGALPUR,YESVANTPUR J,29,2477
12257,YESVANTPUR J,KOCHUVELI,19,798
12258,KOCHUVELI,YESVANTPUR J,19,797
12259,SEALDAH,NEW DELHI,5,1448
12260,NEW DELHI,SEALDAH,5,1449
12261,CST-MUMBAI,HOWRAH JN.,7,1972
12262,HOWRAH JN.,CST-MUMBAI,7,1979
12263,PUNE JN.,HAZRAT NIZAM,7,1498
12264,HAZRAT NIZAM,PUNE JN.,7,1501
12265,DELHI-SARAI,JAMMU TAWI,3,577
12266,JAMMU TAWI,DELHI-SARAI,3,577
12267,MUMBAI CENTR,AHMEDABAD,2,490
12268,AHMEDABAD,MUMBAI CENTR,2,490
12269,CHENNAI CENT,HAZRAT NIZAM,7,2156
12270,HAZRAT NIZAM,CHENNAI CENT,7,2155
12273,HOWRAH JN.,NEW DELHI,6,1516
12274,NEW DELHI,HOWRAH JN.,6,1517
12275,ALLAHABAD JN,NEW DELHI,2,629
12276,NEW DELHI,ALLAHABAD JN,2,629
12277,HOWRAH JN.,PURI,8,504
12278,PURI,HOWRAH JN.,8,503
12279,JHANSI JN,HAZRAT NIZAM,11,385
12280,HAZRAT NIZAM,JHANSI JN,11,388
12281,BHUBANESWAR,NEW DELHI,6,1714
12282,NEW DELHI,BHUBANESWAR,6,1717
12283,ERNAKULAM. J,HAZRAT NIZAM,11,2636
12284,HAZRAT NIZAM,ERNAKULAM. J,11,2634
12285,SECUNDERABAD,HAZRAT NIZAM,6,1651
12286,HAZRAT NIZAM,SECUNDERABAD,6,1652
12289,CST-MUMBAI,NAGPUR JN.(C,4,841
12290,NAGPUR JN.(C,CST-MUMBAI,4,841
12291,YESVANTPUR J,CHENNAI CENT,7,364
12292,CHENNAI CENT,YESVANTPUR J,7,363
12293,LOKMANYA TIL,ALLAHABAD JN,5,1353
12294,ALLAHABAD JN,LOKMANYA TIL,5,1352
12295,KRANTIVIRA S,DANAPUR,36,2703
12296,DANAPUR,KRANTIVIRA S,37,2697
12297,AHMEDABAD,PUNE JN.,4,623
12298,PUNE JN.,AHMEDABAD,4,622
12301,HOWRAH JN.,NEW DELHI,8,1438
12302,NEW DELHI,HOWRAH JN.,8,1439
12303,HOWRAH JN.,NEW DELHI,25,1516
12304,NEW DELHI,HOWRAH JN.,25,1517
12305,HOWRAH JN.,NEW DELHI,9,1516
12306,NEW DELHI,HOWRAH JN.,9,1517
12307,HOWRAH JN.,JODHPUR JN.,28,1803
12308,JODHPUR JN.,HOWRAH JN.,28,1805
12309,RAJENDRANAGA,NEW DELHI,6,987
12310,NEW DELHI,RAJENDRANAGA,6,987
12311,HOWRAH JN.,KALKA,39,1699
12312,KALKA,HOWRAH JN.,40,1700
12313,SEALDAH,NEW DELHI,8,1448
12314,NEW DELHI,SEALDAH,8,1449
12315,KOLKATA,UDAIPUR CITY,23,2119
12316,UDAIPUR CITY,KOLKATA,23,2120
12317,KOLKATA,AMRITSAR JN.,23,1884
12318,AMRITSAR JN.,KOLKATA,23,1885
12319,KOLKATA,AGRA CANTT,12,1416
12320,AGRA CANTT,KOLKATA,11,1417
12321,HOWRAH JN.,CST-MUMBAI,48,2165
12322,CST-MUMBAI,HOWRAH JN.,49,2167
12323,HOWRAH JN.,ANAND VIHAR,9,1425
12324,ANAND VIHAR,HOWRAH JN.,9,1426
12325,KOLKATA,NANGAL DAM,18,1792
12326,NANGAL DAM,KOLKATA,18,1793
12327,HOWRAH JN.,DEHRA DUN,20,1577
12328,DEHRA DUN,HOWRAH JN.,20,1577
12329,SEALDAH,ANAND VIHAR,8,1435
12330,ANAND VIHAR,SEALDAH,8,1436
12331,HOWRAH JN.,JAMMU TAWI,32,2010
12332,JAMMU TAWI,HOWRAH JN.,32,2011
12333,HOWRAH JN.,ALLAHABAD CI,31,878
12334,ALLAHABAD CI,HOWRAH JN.,31,879
12335,BHAGALPUR,LOKMANYA TIL,39,1917
12336,LOKMANYA TIL,BHAGALPUR,38,1918
12337,HOWRAH JN.,BOLPUR,4,146
12338,BOLPUR,HOWRAH JN.,4,146
12339,HOWRAH JN.,DHANBAD JN.,13,258
12340,DHANBAD JN.,HOWRAH JN.,13,259
12341,HOWRAH JN.,ASANSOL MAIN,7,199
12342,ASANSOL MAIN,HOWRAH JN.,7,200
12343,SEALDAH,NEW JALPAIGU,6,571
12344,NEW JALPAIGU,SEALDAH,6,571
12345,HOWRAH JN.,GUWAHATI,13,1023
12346,GUWAHATI,HOWRAH JN.,13,1023
12347,HOWRAH JN.,RAMPUR HAT,9,206
12348,RAMPUR HAT,HOWRAH JN.,9,206
12349,BHAGALPUR,NEW DELHI,13,1206
12350,NEW DELHI,BHAGALPUR,13,1206
12351,HOWRAH JN.,RAJENDRANAGA,23,528
12352,RAJENDRANAGA,HOWRAH JN.,23,529
12353,HOWRAH JN.,LALKUA JN.,18,1299
12354,LALKUA JN.,HOWRAH JN.,18,1300
12355,RAJENDRANAGA,JAMMU TAWI,19,1506
12356,JAMMU TAWI,RAJENDRANAGA,19,1506
12357,KOLKATA,AMRITSAR JN.,15,1807
12358,AMRITSAR JN.,KOLKATA,15,1807
12359,KOLKATA,PATNA JN.,13,534
12360,PATNA JN.,KOLKATA,13,534
12361,ASANSOL MAIN,CST-MUMBAI,21,2043
12362,CST-MUMBAI,ASANSOL MAIN,21,2044
12363,KOLKATA,HALDIBARI,11,621
12364,HALDIBARI,KOLKATA,11,620
12365,PATNA JN.,RANCHI,12,410
12366,RANCHI,PATNA JN.,12,407
12367,BHAGALPUR,ANAND VIHAR,21,1193
12368,ANAND VIHAR,BHAGALPUR,21,1193
12369,HOWRAH JN.,HARIDWAR JN,20,1525
12370,HARIDWAR JN,HOWRAH JN.,20,1526
12371,HOWRAH JN.,JAISALMER,29,2245
12372,JAISALMER,HOWRAH JN.,29,2246
12373,SEALDAH,RAMPUR HAT,7,217
12374,RAMPUR HAT,SEALDAH,7,216
12375,CHENNAI CENT,ASANSOL MAIN,27,1729
12376,ASANSOL MAIN,CHENNAI CENT,27,1727
12377,SEALDAH,NEW ALIPURDU,10,718
12378,NEW ALIPURDU,SEALDAH,10,718
12379,SEALDAH,AMRITSAR JN.,15,1889
12380,AMRITSAR JN.,SEALDAH,15,1890
12381,HOWRAH JN.,NEW DELHI,22,1438
12382,NEW DELHI,HOWRAH JN.,22,1439
12383,SEALDAH,ASANSOL MAIN,9,221
12384,ASANSOL MAIN,SEALDAH,9,222
12389,GAYA JN.,CHENNAI EGMO,17,2348
12390,CHENNAI EGMO,GAYA JN.,17,2353
12391,RAJGIR,NEW DELHI,33,1092
12392,NEW DELHI,RAJGIR,33,1092
12393,RAJENDRANAGA,NEW DELHI,5,987
12394,NEW DELHI,RAJENDRANAGA,5,987
12395,RAJENDRANAGA,AJMER JN.,15,1287
12396,AJMER JN.,RAJENDRANAGA,15,1287
12397,GAYA JN.,NEW DELHI,15,981
12398,NEW DELHI,GAYA JN.,15,981
12401,ISLAMPUR,NEW DELHI,28,1049
12402,NEW DELHI,ISLAMPUR,28,1049
12405,BHUSAVAL JN.,HAZRAT NIZAM,29,1461
12406,HAZRAT NIZAM,BHUSAVAL JN.,29,1464
12407,NEW JALPAIGU,AMRITSAR JN.,19,1821
12408,AMRITSAR JN.,NEW JALPAIGU,19,1824
12409,RAIGARH,HAZRAT NIZAM,35,1613
12410,HAZRAT NIZAM,RAIGARH,35,1608
12411,CHANDIGARH,AMRITSAR JN.,9,247
12412,AMRITSAR JN.,CHANDIGARH,9,247
12413,AJMER JN.,JAMMU TAWI,21,1016
12414,JAMMU TAWI,AJMER JN.,22,1017
12415,INDORE BG,DELHI-SARAI,23,815
12416,DELHI-SARAI,INDORE BG,22,817
12417,ALLAHABAD JN,NEW DELHI,6,624
12418,NEW DELHI,ALLAHABAD JN,7,624
12419,LUCKNOW JN.,NEW DELHI,16,504
12420,NEW DELHI,LUCKNOW JN.,16,504
12421,NANDED,AMRITSAR JN.,23,1927
12422,AMRITSAR JN.,NANDED,23,1929
12423,DIBRUGARH TO,NEW DELHI,22,2422
12424,NEW DELHI,DIBRUGARH TO,22,2423
12425,NEW DELHI,JAMMU TAWI,5,576
12426,JAMMU TAWI,NEW DELHI,5,576
12427,REWA,ANAND VIHAR,12,844
12428,ANAND VIHAR,REWA,13,844
12431,TRIVANDRUM C,HAZRAT NIZAM,19,2841
12432,HAZRAT NIZAM,TRIVANDRUM C,19,2840
12433,CHENNAI CENT,HAZRAT NIZAM,10,2156
12434,HAZRAT NIZAM,CHENNAI CENT,10,2155
12435,DIBRUGARH TO,NEW DELHI,26,2452
12436,NEW DELHI,DIBRUGARH TO,26,2454
12437,SECUNDERABAD,HAZRAT NIZAM,7,1651
12438,HAZRAT NIZAM,SECUNDERABAD,7,1652
12439,RANCHI,NEW DELHI,8,1297
12440,NEW DELHI,RANCHI,8,1300
12441,BILASPUR JN.,NEW DELHI,10,1487
12442,NEW DELHI,BILASPUR JN.,10,1483
12443,HALDIA,ANAND VIHAR,14,1572
12444,ANAND VIHAR,HALDIA,14,1572
12445,NEW DELHI,SHRI MATA VA,11,654
12446,SHRI MATA VA,NEW DELHI,11,654
12447,MANIKPUR JN.,HAZRAT NIZAM,12,676
12448,HAZRAT NIZAM,MANIKPUR JN.,12,679
12449,MADGOAN JN.,CHANDIGARH,14,2159
12450,CHANDIGARH,MADGOAN JN.,14,2157
12451,KANPUR CENTR,NEW DELHI,3,430
12452,NEW DELHI,KANPUR CENTR,3,430
12453,RANCHI,NEW DELHI,7,1333
12454,NEW DELHI,RANCHI,7,1336
12455,DELHI-SARAI,BIKANER JN.,21,790
12456,BIKANER JN.,DELHI-SARAI,21,790
12457,DELHI-SARAI,BIKANER JN.,14,455
12458,BIKANER JN.,DELHI-SARAI,14,455
12459,NEW DELHI,AMRITSAR JN.,15,447
12460,AMRITSAR JN.,NEW DELHI,17,447
12461,DELHI JN.,JODHPUR JN.,18,618
12462,JODHPUR JN.,DELHI JN.,16,619
12463,DELHI-SARAI,JODHPUR JN.,8,614
12464,JODHPUR JN.,DELHI-SARAI,8,615
12465,INDORE BG,JODHPUR JN.,29,905
12466,JODHPUR JN.,INDORE BG,29,906
12467,JAISALMER,JAIPUR JN.,22,700
12468,JAIPUR JN.,JAISALMER,22,699
12469,KANPUR CENTR,JAMMU TAWI,14,1025
12470,JAMMU TAWI,KANPUR CENTR,14,1025
12471,BANDRA TERMI,SHRI MATA VA,26,2017
12472,SHRI MATA VA,BANDRA TERMI,26,2019
12473,AHMEDABAD,SHRI MATA VA,24,1736
12474,SHRI MATA VA,AHMEDABAD,25,1739
12475,HAPA,SHRI MATA VA,31,2055
12476,SHRI MATA VA,HAPA,31,2058
12477,JAMNAGAR,SHRI MATA VA,31,2064
12478,SHRI MATA VA,JAMNAGAR,31,2066
12479,JODHPUR JN.,BANDRA TERMI,17,934
12480,BANDRA TERMI,JODHPUR JN.,17,932
12481,DELHI JN.,SHRI GANGANA,15,409
12482,SHRI GANGANA,DELHI JN.,15,409
12483,KOCHUVELI,AMRITSAR JN.,27,3290
12484,AMRITSAR JN.,KOCHUVELI,27,3288
12485,NANDED,SHRI GANGANA,27,1937
12486,SHRI GANGANA,NANDED,27,1940
12487,JOGBANI,ANAND VIHAR,19,1364
12488,ANAND VIHAR,JOGBANI,19,1364
12489,BIKANER JN.,DADAR,22,1244
12490,DADAR,BIKANER JN.,22,1244
12491,BARAUNI JN.,JAMMU TAWI,22,1609
12492,JAMMU TAWI,BARAUNI JN.,22,1612
12493,PUNE JN.,HAZRAT NIZAM,10,1498
12494,HAZRAT NIZAM,PUNE JN.,10,1501
12495,BIKANER JN.,KOLKATA,20,1878
12496,KOLKATA,BIKANER JN.,20,1876
12497,NEW DELHI,AMRITSAR JN.,14,447
12498,AMRITSAR JN.,NEW DELHI,15,447
12501,GUWAHATI,NEW DELHI,10,1914
12502,NEW DELHI,GUWAHATI,10,1914
12503,BANGALORE CA,KAMAKHYA JN,23,3032
12504,KAMAKHYA JN,BANGALORE CA,23,3032
12505,GUWAHATI,ANAND VIHAR,30,1850
12506,ANAND VIHAR,GUWAHATI,29,1850
12507,TRIVANDRUM C,SILCHAR,58,3932
12508,SILCHAR,TRIVANDRUM C,56,3930
12509,BANGALORE CA,GUWAHATI,42,2992
12510,GUWAHATI,BANGALORE CA,41,2993
12511,GORAKHPUR JN,TRIVANDRUM C,61,3239
12512,TRIVANDRUM C,GORAKHPUR JN,60,3245
12513,SECUNDERABAD,GUWAHATI,31,2564
12514,GUWAHATI,SECUNDERABAD,30,2567
12515,TRIVANDRUM C,SILCHAR,57,3932
12516,SILCHAR,TRIVANDRUM C,56,3930
12517,KOLKATA,GUWAHATI,14,1027
12518,GUWAHATI,KOLKATA,14,1027
12519,LOKMANYA TIL,KAMAKHYA JN,28,2568
12520,KAMAKHYA JN,LOKMANYA TIL,28,2567
12521,BARAUNI JN.,ERNAKULAM. J,63,3427
12522,ERNAKULAM. J,BARAUNI JN.,62,3435
12523,NEW JALPAIGU,NEW DELHI,18,1496
12524,NEW DELHI,NEW JALPAIGU,18,1499
12525,KOLKATA,DIBRUGARH,23,1584
12526,DIBRUGARH,KOLKATA,23,1583
12527,RAMNAGAR,CHANDIGARH,11,395
12529,PATLIPUTRA,LUCKNOW JN.,10,518
12530,LUCKNOW JN.,PATLIPUTRA,10,522
12531,GORAKHPUR JN,LUCKNOW JN.,12,277
12532,LUCKNOW JN.,GORAKHPUR JN,12,278
12533,LUCKNOW JN.,CST-MUMBAI,16,1424
12534,CST-MUMBAI,LUCKNOW JN.,15,1423
12535,LUCKNOW JN.,RAIPUR JN.,13,903
12536,RAIPUR JN.,LUCKNOW JN.,12,905
12537,MUZAFFARPUR,MANDUADIH,15,543
12538,MANDUADIH,MUZAFFARPUR,15,543
12539,YESVANTPUR J,LUCKNOW JN.,18,2548
12540,LUCKNOW JN.,YESVANTPUR J,18,2541
12541,GORAKHPUR JN,LOKMANYA TIL,16,1685
12542,LOKMANYA TIL,GORAKHPUR JN,16,1686
12545,RAXAUL JN.,LOKMANYA TIL,21,2045
12546,LOKMANYA TIL,RAXAUL JN.,21,2045
12547,AGRA  FORT,AHMEDABAD,12,866
12548,AHMEDABAD,AGRA  FORT,12,864
12549,DURG,JAMMU TAWI,18,1847
12550,JAMMU TAWI,DURG,18,1858
12551,YESVANTPUR J,KAMAKHYA JN,29,3024
12552,KAMAKHYA JN,YESVANTPUR J,29,3024
12553,BARAUNI JN.,NEW DELHI,21,1167
12554,NEW DELHI,BARAUNI JN.,21,1170
12555,GORAKHPUR JN,HISAR JN,15,952
12556,HISAR JN,GORAKHPUR JN,15,953
12557,MUZAFFARPUR,ANAND VIHAR,16,1057
12558,ANAND VIHAR,MUZAFFARPUR,16,1059
12559,MANDUADIH,NEW DELHI,4,745
12560,NEW DELHI,MANDUADIH,4,745
12561,JAYNAGAR,NEW DELHI,22,1223
12562,NEW DELHI,JAYNAGAR,21,1224
12565,DARBHANGA JN,NEW DELHI,11,1153
12566,NEW DELHI,DARBHANGA JN,11,1156
12567,SAHARSA JN.,PATNA JN.,9,219
12568,PATNA JN.,SAHARSA JN.,9,219
12569,JAYNAGAR,ANAND VIHAR,23,1238
12570,ANAND VIHAR,JAYNAGAR,23,1238
12572,ANAND VIHAR,GORAKHPUR JN,9,829
12577,DARBHANGA JN,MYSORE JN.,41,3045
12578,MYSORE JN.,DARBHANGA JN,40,3051
12581,MANDUADIH,NEW DELHI,6,745
12582,NEW DELHI,MANDUADIH,6,745
12587,GORAKHPUR JN,JAMMU TAWI,18,1246
12588,JAMMU TAWI,GORAKHPUR JN,18,1247
12589,GORAKHPUR JN,SECUNDERABAD,31,1833
12590,SECUNDERABAD,GORAKHPUR JN,31,1836
12591,GORAKHPUR JN,YESVANTPUR J,40,2513
12592,YESVANTPUR J,GORAKHPUR JN,40,2504
12593,LUCKNOW JN.,BHOPAL,6,581
12594,BHOPAL,LUCKNOW JN.,6,581
12595,GORAKHPUR JN,ANAND VIHAR,6,760
12596,ANAND VIHAR,GORAKHPUR JN,6,761
12597,GORAKHPUR JN,CST-MUMBAI,13,1693
12598,CST-MUMBAI,GORAKHPUR JN,13,1694
12601,CHENNAI CENT,MANGALORE CE,31,883
12602,MANGALORE CE,CHENNAI CENT,33,885
12603,CHENNAI CENT,HYDERABAD DE,22,715
12604,HYDERABAD DE,CHENNAI CENT,21,716
12605,CHENNAI EGMO,KARAIKKUDI,13,425
12606,KARAIKKUDI,CHENNAI EGMO,13,425
12607,CHENNAI CENT,KRANTIVIRA S,12,360
12608,KRANTIVIRA S,CHENNAI CENT,13,361
12609,CHENNAI CENT,KRANTIVIRA S,19,360
12610,KRANTIVIRA S,CHENNAI CENT,19,361
12611,CHENNAI CENT,HAZRAT NIZAM,11,2156
12612,HAZRAT NIZAM,CHENNAI CENT,11,2155
12613,MYSORE JN.,KRANTIVIRA S,4,138
12614,KRANTIVIRA S,MYSORE JN.,4,138
12615,CHENNAI CENT,DELHI-SARAI,41,2169
12616,DELHI-SARAI,CHENNAI CENT,40,2168
12617,ERNAKULAM. J,HAZRAT NIZAM,48,2751
12618,HAZRAT NIZAM,ERNAKULAM. J,48,2748
12619,LOKMANYA TIL,MANGALORE CE,24,893
12620,MANGALORE CE,LOKMANYA TIL,22,899
12621,CHENNAI CENT,NEW DELHI,12,2163
12622,NEW DELHI,CHENNAI CENT,11,2163
12623,CHENNAI CENT,TRIVANDRUM C,21,913
12624,TRIVANDRUM C,CHENNAI CENT,22,916
12625,TRIVANDRUM C,NEW DELHI,43,3013
12626,NEW DELHI,TRIVANDRUM C,42,3010
12627,KRANTIVIRA S,NEW DELHI,36,2386
12628,NEW DELHI,KRANTIVIRA S,35,2389
12629,YESVANTPUR J,HAZRAT NIZAM,14,2595
12630,HAZRAT NIZAM,YESVANTPUR J,14,2595
12631,CHENNAI EGMO,TIRUNELVELI,15,649
12632,TIRUNELVELI,CHENNAI EGMO,16,649
12633,CHENNAI EGMO,KANNIYAKUMAR,17,738
12634,KANNIYAKUMAR,CHENNAI EGMO,18,737
12635,CHENNAI EGMO,MADURAI JN,10,492
12636,MADURAI JN,CHENNAI EGMO,11,492
12637,CHENNAI EGMO,MADURAI JN,11,492
12638,MADURAI JN,CHENNAI EGMO,12,492
12639,CHENNAI CENT,KRANTIVIRA S,12,360
12640,KRANTIVIRA S,CHENNAI CENT,13,361
12641,KANNIYAKUMAR,HAZRAT NIZAM,25,2899
12642,HAZRAT NIZAM,KANNIYAKUMAR,26,2898
12643,TRIVANDRUM C,HAZRAT NIZAM,32,2991
12644,HAZRAT NIZAM,TRIVANDRUM C,31,2988
12645,ERNAKULAM. J,HAZRAT NIZAM,29,2786
12646,HAZRAT NIZAM,ERNAKULAM. J,28,2782
12647,COIMBATORE,HAZRAT NIZAM,28,2650
12648,HAZRAT NIZAM,COIMBATORE,28,2651
12649,YESVANTPUR J,HAZRAT NIZAM,9,2257
12650,HAZRAT NIZAM,YESVANTPUR J,9,2258
12651,MADURAI JN,HAZRAT NIZAM,15,2653
12652,HAZRAT NIZAM,MADURAI JN,15,2652
12653,CHENNAI EGMO,TIRUCHIRAPPA,14,336
12654,TIRUCHIRAPPA,CHENNAI EGMO,15,335
12655,AHMEDABAD,CHENNAI CENT,41,1893
12656,CHENNAI CENT,AHMEDABAD,42,1895
12657,CHENNAI CENT,KRANTIVIRA S,8,360
12658,KRANTIVIRA S,CHENNAI CENT,8,361
12659,NAGERCOIL JN,SHALIMAR,44,2579
12660,SHALIMAR,NAGERCOIL JN,44,2579
12661,CHENNAI EGMO,SENGOTTAI JN,18,665
12662,SENGOTTAI JN,CHENNAI EGMO,18,665
12663,HOWRAH JN.,TIRUCHIRAPPA,24,2005
12664,TIRUCHIRAPPA,HOWRAH JN.,24,2004
12665,HOWRAH JN.,KANNIYAKUMAR,32,2407
12666,KANNIYAKUMAR,HOWRAH JN.,32,2406
12667,CHENNAI EGMO,NAGERCOIL JN,11,722
12668,NAGERCOIL JN,CHENNAI EGMO,11,722
12669,CHENNAI CENT,CHHAPRA JN.,25,2348
12670,CHHAPRA JN.,CHENNAI CENT,24,2343
12671,CHENNAI CENT,METTUPALAIYA,9,526
12672,METTUPALAIYA,CHENNAI CENT,9,529
12673,CHENNAI CENT,COIMBATORE,8,491
12674,COIMBATORE,CHENNAI CENT,9,493
12675,CHENNAI CENT,COIMBATORE,11,491
12676,COIMBATORE,CHENNAI CENT,12,493
12677,KRANTIVIRA S,ERNAKULAM. J,14,581
12678,ERNAKULAM. J,KRANTIVIRA S,14,582
12679,CHENNAI CENT,COIMBATORE,12,491
12680,COIMBATORE,CHENNAI CENT,12,493
12681,CHENNAI CENT,COIMBATORE,7,491
12682,COIMBATORE,CHENNAI CENT,8,493
12683,ERNAKULAM. J,KRANTIVIRA S,14,617
12684,KRANTIVIRA S,ERNAKULAM. J,14,616
12685,CHENNAI CENT,MANGALORE CE,18,883
12686,MANGALORE CE,CHENNAI CENT,18,885
12687,MADURAI JN,DEHRA DUN,30,3067
12688,DEHRA DUN,MADURAI JN,31,3064
12689,CHENNAI CENT,NAGERCOIL JN,19,918
12690,NAGERCOIL JN,CHENNAI CENT,20,920
12691,CHENNAI CENT,SRI SATYA SA,11,528
12692,SRI SATYA SA,CHENNAI CENT,14,528
12693,CHENNAI EGMO,TUTICORIN,22,652
12694,TUTICORIN,CHENNAI EGMO,22,651
12695,CHENNAI CENT,TRIVANDRUM C,21,914
12696,TRIVANDRUM C,CHENNAI CENT,21,916
12697,CHENNAI CENT,TRIVANDRUM C,14,901
12698,TRIVANDRUM C,CHENNAI CENT,14,903
12701,CST-MUMBAI,HYDERABAD DE,16,791
